Date,Open,High,Low,Close,Volume,sentiment_score,total_addresses,million_dollar_addresses,ratio,SMA_5,SMA_14,WMA_3,WMA_5,WMA_10,EMA_3,EMA_5,EMA_10,RSI_14,Stoch_RSI_14,MACD_30_15,MACD_Signal_9,ROC_5,ROC_12,MOM_5,MOM_10,MOM_20,K,D,J,STD_10,STD_20,ATR_7,ATR_14,BB_Mid_10,BB_High_10,BB_Low_10,OBV,VWAP_20,VWAP_10,VWAP_5,MFI_14,MFI_7,AD_Line,CMF_20,CMF_10
2025-10-11,3836.89,3887.34,3648.28,3750.6,155467.48573337,0.3127785714285714,160393649.0,16795.0,0.0001047111285559,4186.95,4361.852727272727,3985.8833333333328,4186.95,4362.985999999999,3946.202880859375,4088.883204457316,4240.832834840599,,,-42.388057326922535,8.48076321169763,-0.1996705303948514,,-935.7199999999998,-599.9200000000005,,,,,310.9058548535589,,323.95000000000016,,4362.985999999999,4952.888383531376,3773.0836164686216,-186241.43041587004,,4306.29454014104,4158.067494281526,,22.465182242476374,67963.59403453105,,-0.043182998717672
2025-10-12,3750.8,4200.28,3698.71,4156.21,151733.45389149,0.3193352112676056,160487452.0,16476.0,0.0001026622318111,4128.232,4344.715833333333,3914.32,4128.232,4329.858,4051.206440429688,4111.32546963821,4225.44686486958,,,-47.93757509719672,-2.802904450081238,-0.0659782462133129,,-293.59000000000015,-331.27999999999975,,,,,313.8015083102338,,374.2285714285714,,4329.858,4925.254499673957,3734.4615003260433,-34507.97652438004,,4267.344083332004,4056.368429267135,,25.492161485713385,193033.1991591573,,-0.0271480417881897
2025-10-13,4156.38,4295.57,4045.49,4244.69,153339.31784774,0.3193352112676056,160594430.0,17840.0,0.0001110872898891,4071.71,4337.0215384615385,4050.5,4071.71,4302.737999999999,4147.948220214844,4155.78031309214,4228.945616711474,,,-46.741917666436166,-11.590707093352224,-0.062423519537031,-0.0243258277171466,-282.6100000000006,-271.2000000000007,,,,,307.595191907228,,374.19,,4302.737999999999,4886.358842246059,3719.11715775394,118831.34132335996,,4231.360659765423,4017.8983668722426,,22.87687733728623,283977.24755637726,,0.0237615121563127
2025-10-14,4244.69,4267.41,3892.16,4126.39,243536.31872992,0.3193352112676056,160713165.0,18152.0,0.0001129465653918,4022.808,4321.976428571428,4175.763333333333,4022.808,4266.375999999999,4137.169110107422,4145.983542061427,4210.299140945751,,,-52.541505191527904,-19.78086671298736,-0.0559404241689353,-0.0804681458900186,-244.5099999999993,-363.6199999999999,,49.34435940952323,,,304.47387836141945,,381.1271428571428,290.07357142857137,4266.375999999999,4844.074566188284,3688.6774338117134,-124704.97740656004,,4206.14854690221,3987.028169023147,42.53475841557032,22.49298947666776,344470.30623410165,,0.0485845296009802
2025-10-15,4126.26,4218.58,3930.31,3987.53,157726.70619812,0.3193352112676056,160809736.0,17798.0,0.0001106773783895,4053.084,4296.0485714285705,4119.536666666667,4053.084,4213.589,4062.349555053711,4093.1656947076185,4169.795660773796,41.859495050526334,,-65.26381671253785,-28.87745671289746,0.039461439203368,-0.117000192653054,151.3800000000001,-527.8699999999994,,38.22808927599349,,,302.2538574131208,,401.0571428571428,293.835,4213.589,4787.075372598339,3640.1026274016617,-282431.68360468,,4178.031031411171,4030.317565768439,39.854367108411246,22.34972602999069,249359.3569906177,,0.0142603184369191
2025-10-16,3987.28,4090.0,3826.72,3894.91,161382.6010111,0.3193352112676056,160903349.0,17253.0,0.0001072258601652,4081.946,4253.721428571428,4002.943333333333,4081.946,4134.448,3978.629777526856,4027.0804631384126,4119.816449724015,40.06698024508785,,-80.75333931471596,-39.252633233261164,0.0384765104249986,-0.1325386803147432,144.30999999999997,-791.4099999999999,,30.81350667648659,39.46198512066777,13.516549788124236,266.17982158266216,,400.64857142857136,299.35357142857146,4134.448,4639.488702027074,3629.407297972926,-443814.28461578,,4113.380520612259,4061.0617741579545,33.2704136482722,22.285974321037443,171573.53175395489,,-0.0819292807153735
2025-10-17,3895.0,3952.8,3673.64,3832.99,202879.86788105,0.3193352112676056,161017924.0,16923.0,0.0001051001005329,4017.302,4204.942857142857,3905.143333333333,4017.302,4072.767,3905.809888763428,3962.3836420922753,4067.66618613783,38.868643156294105,,-96.52618774057372,-50.70734413472368,-0.0777679664887001,-0.1511294680426983,-323.22000000000025,-616.8100000000004,,25.856575618815828,31.63272385709864,14.304279142250216,256.2658907831649,,313.81,307.4285714285715,4072.767,4558.997340892051,3586.5366591079487,-646694.15249683,,4036.1539982151,4014.839621360512,24.82567012469046,25.657233625824944,200309.27461115725,,0.0276001301866541
2025-10-18,3832.86,3930.25,3820.14,3890.4,45567.63757722,0.3193352112676056,161135820.0,16731.0,0.0001038316620103,3946.444,4162.113571428571,3872.7666666666655,3946.444,4009.077,3898.1049443817137,3938.389094728184,4035.435970476408,40.64127376688862,,-105.18621134931529,-61.60311757764201,-0.083466637139579,-0.169839020809505,-354.2899999999995,-636.9000000000001,,30.45246405584554,29.040848783715987,33.27569460010464,204.7066124454436,,295.3885714285715,309.66928571428576,4009.077,4397.480488454983,3620.673511545017,-601126.51491961,,3997.737834509703,3973.171992078144,26.741543294640262,31.9471297049266,212894.07034926707,,-0.0058527631896432
2025-10-19,3890.4,4032.4,3829.23,3983.89,89989.11920544,0.3193352112676056,161258004.0,16901.0,0.0001048072007638,3917.944,4124.148571428572,3902.426666666666,3917.944,3970.376,3940.997472190857,3953.5560631521225,4026.0639758443326,43.5137676574858,,-105.77194671171856,-70.43688340445732,-0.0345338176953706,-0.1047035821834689,-142.50000000000043,-387.00999999999976,,37.936693458003774,31.41524437755505,50.97959161890122,160.5144514920011,,252.76000000000008,313.4942857142857,3970.376,4274.930758452402,3665.821241547599,-511137.39571417,,3963.5325402157423,3924.556244419083,26.496643111969234,27.845753681499687,259910.5836320225,,0.0384536943740794
2025-10-20,3984.11,4086.0,3908.36,3980.42,100967.70620232,0.3193352112676056,161355755.0,17251.0,0.0001069128274972,3916.522,4073.727142857143,3951.57,3916.522,3984.803,3960.708736095428,3962.5107087680817,4017.7650711453625,43.42976152638102,,-105.60827890988185,-77.47116250554222,-0.0017830586854519,-0.1207960594614891,-7.110000000000127,144.26999999999998,,37.658906785359775,35.34935476640303,42.27801082327326,153.4372408112775,292.9867948968813,242.41142857142864,308.30071428571426,3984.803,4275.929695313227,3693.6763046867727,-612105.10191649,4179.118479306114,3978.462102711373,3904.077648087242,23.135281685014064,23.490810194059364,240858.35715205307,0.076728519634001,0.1029067890828163
2025-10-21,3980.43,4113.15,3838.88,3874.57,167898.09575775,0.3193352112676056,161448286.0,17188.0,0.000106461334622,3912.454,4032.6392857142855,3946.2933333333335,3912.454,3997.2,3917.639368047714,3933.197139178721,3991.729603664388,40.839684136520106,,-111.02484696797546,-84.18189939802888,-0.0052222002562317,-0.1135532727813493,-20.33999999999969,123.97000000000024,-475.9500000000003,34.72459019516331,36.773396812842286,30.62697695980536,136.4837372485583,299.7024260144505,227.9857142857143,304.55642857142857,3997.2,4256.159683966444,3738.240316033556,-780003.19767424,4161.788086863715,3997.1418931718,3905.8126735316832,23.742747572644475,25.65252264927966,116656.49530682807,-0.0075675139416829,0.0330116703913886
2025-10-22,3874.8,3891.6,3711.49,3806.12,144557.44893026,0.3193352112676056,161563378.0,16890.0,0.0001045410179527,3907.08,3981.126428571428,3887.036666666667,3907.08,3962.191,3861.879684023857,3890.8380927858143,3957.982402998135,39.21113098040153,,-118.70332931417352,-91.0861853812578,-0.007010193086859,-0.0078281610468829,-26.86999999999989,-350.09000000000015,-681.3699999999999,28.94708544727605,33.77686080926638,19.2875347232954,136.0642741460414,301.6410357305165,212.5342857142857,306.79571428571427,3962.191,4220.354808687432,3704.027191312568,-924560.6466045,4131.3654805861615,3975.831667904074,3910.541429087854,23.87905488890283,26.289421314918712,124000.34438634556,-0.0364221969014957,-0.0470300769285736
2025-10-23,3806.25,3936.1,3796.77,3858.41,112678.89994476,0.3193352112676056,161668558.0,16659.0,0.0001030441553143,3900.682,3944.52,3846.366666666667,3900.682,3923.563000000001,3860.1448420119286,3880.028728523877,3939.8783297257455,41.14200913902116,,-120.86855212727733,-97.04265873046172,-0.0082228048529714,0.028744734175865,-31.99000000000024,-386.27999999999975,-657.4800000000005,39.27826567308884,34.31664710517607,49.201502808914384,95.83838677111171,294.9635650376781,194.8271428571429,297.73785714285714,3923.563000000001,4105.403553683718,3741.7224463162825,-811881.74665974,4097.293748150468,3943.408689083215,3904.224867138621,29.21671068159428,40.82418423915042,111020.39502789138,-0.0437249543873323,-0.1211874599765984
2025-10-24,3858.41,4024.31,3847.36,3936.1,122248.90258364,0.3193352112676056,161780839.0,16859.0,0.0001042088797672,3891.124,3951.659285714286,3866.8766666666666,3891.124,3904.534000000001,3898.122421005965,3898.719152349251,3939.191360684701,43.98868325231034,,-116.9671534450422,-101.0275576733778,-0.0119958131374109,-0.0529593066760342,-47.78999999999997,-190.2900000000004,-553.9100000000003,44.46538645738385,37.56357919258292,58.2690009869857,65.03189255195643,283.49784847415214,180.22571428571425,247.0178571428571,3904.534000000001,4027.923340609314,3781.144659390687,-689632.8440761,4084.657025979852,3914.3780699861695,3904.055549251508,39.0674965713703,60.446711387025495,111386.5544987549,-0.0459661273240234,-0.178485557712877
2025-10-25,3936.1,3965.44,3911.88,3954.52,25280.14115745,0.3193352112676056,161888509.0,17098.0,0.0001056158964315,3885.944,3966.225,3916.343333333333,3885.944,3901.233,3926.321210502984,3917.3194348995007,3941.978386014755,44.67194469296946,,-111.71627344752687,-103.16530082820763,-0.0065068510358203,-0.0683607047864507,-25.90000000000009,-33.01000000000022,-560.8799999999997,45.16263888218934,42.96876367088734,49.55038930479333,61.06792357695092,265.92554598885994,172.14714285714277,233.7678571428571,3901.233,4017.101238288157,3785.364761711843,-664352.70291865,4070.9664253466062,3897.394203054877,3890.382534742015,42.94387423029946,59.425358278388416,126358.28858229316,-0.0311695242341153,-0.1048199960438173
2025-10-26,3954.5,4178.82,3919.34,4158.81,65472.37802493,0.3193352112676056,161978414.0,17144.0,0.0001058412635155,3942.792,3966.410714285714,4016.476666666667,3942.792,3927.623,4042.565605251491,3997.816289933001,3981.4023158302543,51.70798929839475,,-94.1609864056286,-101.36443794369184,0.0733603987023077,0.0078567464539223,284.24000000000024,263.90000000000055,-527.5099999999993,78.01038702104749,55.87947078687356,122.27221948939534,101.60119816113432,222.9530763819092,180.1914285714284,216.47571428571425,3927.623,4120.397719514777,3734.848280485222,-598880.32489372,4036.777812765788,3902.870021338166,3899.0696464440016,40.20128755594377,58.19589808560985,181732.7609167745,-0.0486852006448183,0.00942816721697
2025-10-27,4159.05,4254.23,4094.72,4120.1,131419.43492108,0.3193352112676056,162067346.0,17918.0,0.0001105589771304,4005.5880000000006,3957.511428571429,4077.81,4005.5880000000006,3956.334,4081.332802625746,4038.577526622001,4006.6200765883896,50.400087270879474,,-81.37310236402936,-97.36617082775936,0.0824934579046379,0.0332461448565903,313.9800000000005,287.1100000000006,-329.6999999999998,75.19073041750181,66.12125210691289,93.32968703867964,111.92954472444931,201.51884922873384,177.6014285714284,210.00642857142853,3956.334,4168.705379276967,3743.962620723034,-730299.7598148,4007.1503812293104,3952.73028440537,4003.399394987676,39.37470053365631,60.16409681508184,92134.21820680468,-0.0193770605281117,-0.1075213519268982
2025-10-28,4120.0,4177.54,3931.8,3980.25,112997.59147629,0.3193352112676056,162201824.0,17778.0,0.0001096041928603,4029.956,3947.0728571428576,4086.3866666666654,4029.956,3965.319,4030.791401312873,4019.135017748001,4001.825517208682,45.88456333636662,0.5464390555736383,-78.70803516575234,-93.63454369535796,0.0315777742645286,0.0219106474860779,121.84000000000016,89.84999999999991,-547.0500000000002,52.81007251244429,68.6703966503312,21.08942423667048,109.63139619754229,161.39007579219333,173.52571428571414,200.75571428571425,3965.319,4173.329949029135,3757.3080509708666,-843297.35129109,3985.103327024632,3963.925335843719,4044.335161320194,42.66775617087375,64.54678507475407,23693.74650772827,-0.0695220396535445,-0.1762446307035657
2025-10-29,3980.2,4038.7,3838.0,3904.2,118300.54341506,0.3193352112676056,162337973.0,17284.0,0.0001064692362519,4023.576,3941.120714285714,4001.5166666666655,4023.576,3957.35,3967.495700656437,3980.823345165334,3984.07542317074,43.5970912368372,0.3682779503107521,-80.49160487711697,-91.00595593170976,-0.0081044688905261,0.0185781856983713,-31.90000000000009,-79.69000000000005,-466.6999999999998,39.71132813172808,55.904043687224735,7.325897020734772,111.01901128485584,134.48916477975914,176.46714285714265,194.5007142857142,3957.35,4167.993763544048,3746.706236455952,-961597.89470615,3962.6371751152633,3961.216440475781,4042.94250122162,43.841613657710376,66.5466445407198,-16564.983513440777,-0.0734156136395974,-0.2509259956110874
2025-10-30,3904.17,3949.34,3676.04,3804.02,139553.89852977,0.3193352112676056,162454109.0,16971.0,0.0001044664250382,3993.476,3934.628571428572,3896.1566666666654,3993.476,3939.710000000001,3885.7578503282175,3921.88889677689,3951.338073503332,40.71746311247728,0.1439964259644678,-87.36169133539397,-90.27710301244662,-0.0380577162335757,-0.0222033724038659,-150.5,-176.4000000000001,-32.13000000000011,22.456466697669644,38.32595578061401,-9.282511468219084,120.55112138286805,136.27505676986854,195.60571428571413,195.21642857142848,3939.710000000001,4168.439670834375,3710.980329165626,-1101151.79323592,3961.610408215637,3939.997846885472,3990.0430880811928,44.57468197113,48.99846889479077,-25419.22647175117,-0.04447454088928,-0.2334933979395014
2025-10-31,3804.24,3903.62,3795.51,3845.79,123546.29718716,0.3193352112676056,162558625.0,16608.0,0.000102166218495,3930.872,3935.542857142857,3851.3366666666666,3930.872,3936.832,3865.773925164109,3896.52259785126,3932.147514684544,42.42504152886456,0.2571774814663283,-89.75424846587566,-90.17253210313244,-0.0752667229327621,-0.0346646117237172,-313.02000000000044,-28.7800000000002,95.19000000000004,29.358861273975705,30.508885367791148,27.05881308634481,122.60509041453328,130.0121139457047,185.7714285714284,182.9985714285713,3936.832,4169.458803064482,3704.205196935518,-977605.49604876,3968.2314755158654,3929.325173166654,3952.0590938369887,54.88927404432376,48.89579557702202,-34047.24001132275,-0.0396763144082989,-0.1374964409601973
2025-11-01,3846.44,3908.94,3829.2,3872.16,26667.45704268,0.3193352112676056,162678138.0,16811.0,0.0001033390239566,3881.284,3934.24,3840.6566666666654,3881.284,3943.436,3868.9669625820543,3888.40173190084,3921.2406938328086,43.53088884000926,0.3456675069595741,-89.3938879842467,-90.01680327935529,-0.0601781510157521,-0.0271981348701896,-247.9400000000005,66.03999999999996,-284.0500000000002,33.91964579117592,28.578324587607096,44.60228819831355,116.40388798394189,123.61419537266288,189.51142857142844,180.8292857142856,3943.436,4164.296848717017,3722.575151282983,-950938.03900608,3964.0494979753807,3946.369058103509,3896.339764820013,54.31973199976352,48.95872762522395,-31980.46192599848,-0.0919921127201605,-0.1594625850644815
2025-11-02,3872.07,3916.5,3838.27,3905.97,31963.95389787,0.3193352112676056,162753401.0,16865.0,0.0001036230265934,3866.428,3928.674285714286,3874.64,3866.428,3948.192,3887.4684812910273,3894.2578212672265,3918.464204045025,44.98978571478555,0.462408598012494,-86.33303736433072,-89.28005009635038,-0.0186621443376673,0.0081041251029145,-74.2800000000002,47.559999999999945,-338.7199999999998,39.767204552136846,34.34857053909616,50.60447257821822,113.47876519909536,103.00607467395358,163.61857142857136,171.9049999999999,3948.192,4163.502818455555,3732.8811815444446,-918974.08510821,3947.738247356549,3954.623392951153,3861.366984612364,52.43445815975264,46.25129855004962,-8621.402174736617,-0.125868641645748,-0.133312961669201
2025-11-03,3906.01,3914.06,3552.4,3602.88,167062.25570553,0.3193352112676056,162891745.0,16949.0,0.0001040506994384,3806.164,3901.707142857143,3793.67,3806.164,3914.87,3745.1742406455137,3797.131880844818,3861.08525785502,36.00864432550866,0.0,-101.46340530557428,-91.71672113819515,-0.0771784232365144,-0.0533982113017981,-301.3199999999997,-333.2199999999998,-523.5100000000002,7.192624994656834,26.95982511265653,-32.34177524134257,157.7224973031936,117.53699603909364,192.4971428571428,185.0492857142856,3914.87,4214.1273978367135,3615.612602163286,-1086036.3408137402,3912.582132799416,3910.093117959592,3786.844390245418,43.5756846629427,25.366757179210296,-129047.02309613144,-0.2106243025625799,-0.2551658452479446
2025-11-04,3602.88,3653.6,3055.0,3286.21,314015.40004056,0.3193352112676056,162986614.0,16041.0,9.841912538903347e-05,3702.602,3859.681428571429,3598.353333333334,3702.602,3848.039,3515.6921203227566,3626.824587229879,3756.5624836995617,29.40406723537278,0.0,-132.18351773082168,-99.81008045672048,-0.1361217869516984,-0.1482994290394229,-517.81,-668.31,-701.3200000000002,19.27987125071922,22.07990026583764,13.679813220482387,252.29280231288675,180.7261016711816,242.90571428571425,208.2157142857142,3848.039,4326.730935545191,3369.3470644548083,-1400051.7408543,3827.990308170199,3761.831021517576,3566.4824370726965,40.87339391039959,20.90864750458475,-200484.73973081808,-0.187088176444521,-0.2655103476866909
2025-11-05,3286.41,3481.76,3165.58,3423.89,205596.700027,0.3193352112676056,163096491.0,14727.0,9.029624064689413e-05,3618.222,3832.3792857142857,3437.66,3618.222,3774.547,3469.7910601613785,3559.17972481992,3696.076577572369,34.98729206926018,0.2503248001903628,-147.93600074236838,-109.43526451385006,-0.1097043780341621,-0.1301313482889154,-421.9000000000001,-734.9200000000005,-471.02,30.76057136662692,19.077689204001,54.126335691878765,258.6670837646991,206.76002898096525,259.4028571428572,217.93499999999992,3774.547,4265.333284246007,3283.7607157539933,-1194455.0408273002,3781.2527969060648,3685.6761074804303,3461.9998490344774,50.858814438432255,38.83337194291533,-70148.21448123948,-0.0987157784559419,-0.1837040714967278
2025-11-06,3423.9,3455.93,3243.6,3313.46,188062.26831086,0.3193352112676056,163183680.0,15637.0,9.582453343373552e-05,3506.482,3793.454285714285,3341.1866666666665,3506.482,3693.883,3391.6255300806893,3477.2731498799467,3626.509927104665,32.75002432455722,0.1500165342996671,-166.31637191115578,-120.8114859933112,-0.144286393124251,-0.1621081698916682,-558.6999999999998,-806.6400000000003,-519.5299999999997,21.55216263769253,23.864201751679563,16.92808440971846,264.63926785343216,239.238058345215,250.69285714285712,223.14928571428564,3693.883,4196.000706841734,3191.7652931582647,-1382517.3091381602,3743.7627847539056,3596.5132221803096,3424.207879718784,42.69322083811437,37.82108766127429,-134459.43429027018,-0.1375471952740111,-0.1587049940041482
2025-11-07,3313.47,3472.1,3191.02,3433.71,175288.79692612,0.3193352112676056,163249623.0,14840.0,9.090373213296792e-05,3412.03,3757.569285714286,3390.353333333333,3412.03,3639.229,3412.6677650403444,3462.752099919965,3591.455394903817,37.44117025615196,0.3603448307463388,-172.74714853793603,-131.19861850223617,-0.1209072266300047,-0.1743527595634328,-472.25999999999976,-546.54,-456.69000000000005,31.57943013433621,27.964054712885225,38.81018097723818,255.19465618099065,254.01653910927067,275.4028571428572,230.5871428571428,3639.229,4123.426816141298,3155.031183858702,-1207228.51221204,3715.479558281348,3536.487174472877,3400.3404122037136,43.632381294822856,39.69583562721667,-7052.641875276735,-0.085797128534027,-0.020634362711681
2025-11-08,3433.92,3487.39,3354.41,3400.46,75557.97738948,0.3193352112676056,163356549.0,15561.0,9.525788892614278e-05,3371.546,3717.993571428572,3382.543333333333,3371.546,3588.8550000000005,3406.563882520172,3441.9880666133104,3556.728959466759,36.67926892829578,0.3261848598809745,-178.6290169176159,-140.68469818531213,-0.0561828315125677,-0.1746656634547705,-202.42000000000007,-503.7399999999998,-583.4299999999998,28.806817708029328,27.312803493352693,31.7948461373826,246.65414802692788,265.31155782301056,283.00857142857143,236.26,3588.8550000000005,4056.848341256052,3120.861658743949,-1282786.48960152,3698.3198072935616,3498.1801917313705,3350.9770866219337,44.94489042749241,42.05689086139629,-30280.27095996553,-0.1138388998484587,-0.0094763665121984
2025-11-09,3400.47,3622.45,3356.85,3582.92,97906.75276072,0.3193352112676056,163482460.0,15469.0,9.462177165672696e-05,3430.888,3676.858571428572,3472.363333333333,3430.888,3566.745,3494.741941260086,3488.9653777422072,3561.490966836439,43.47659824854495,0.6702475511727413,-170.9671671080987,-146.74119196986945,0.0902894215524874,-0.0998253878525218,296.71000000000004,-221.0999999999999,-397.5,44.02158051416328,34.80260945217628,62.45952263813727,234.851050822054,263.8483173275469,309.7757142857143,236.6971428571428,3566.745,4012.34353888899,3121.1464611110096,-1184879.7368408,3679.861036864352,3468.814078492209,3381.559266498348,45.563267481309744,45.11799370384871,38483.00336226623,-0.0794852226927136,0.0454604047547804
2025-11-10,3582.92,3658.38,3505.14,3566.49,124625.79870813,0.3193352112676056,163609103.0,16006.0,9.783074233956286e-05,3459.4080000000004,3637.315,3516.623333333333,3459.4080000000004,3538.815,3530.615970630043,3514.806918494805,3562.399881957086,43.02867363635973,0.8267109386449435,-164.3105548276626,-150.25506454142808,0.0416485342695005,-0.0864991547564162,142.5999999999999,-279.3000000000002,-308.0800000000004,45.56541415005254,39.46460412408172,57.76703420199419,213.6269460349584,265.3799643267207,280.0014285714286,236.2492857142857,3538.815,3944.143631433807,3133.486368566193,-1309505.53554893,3657.1239376661047,3445.04060313528,3425.931094630489,44.75572078552302,58.17884459882136,13645.676994827336,-0.0411581824666757,0.0339029724418493
2025-11-11,3566.41,3647.38,3403.41,3416.54,122912.10083045,0.3193352112676056,163716856.0,15956.0,9.746094806511554e-05,3480.024,3597.05,3521.983333333333,3480.024,3493.253,3473.5779853150216,3482.051278996537,3535.879903419433,39.07217891035532,0.6203186389997474,-166.60626691401785,-153.52530501594603,0.0311094746880904,-0.1018606631931483,103.07999999999991,-455.6199999999999,-389.5799999999999,36.75307512452984,42.11335659624856,26.03251218109241,180.6782212818036,274.25247976569045,229.3400000000001,236.1228571428572,3493.253,3836.065821703044,3150.440178296956,-1432417.63637938,3640.297704072597,3441.1027305202547,3466.792469300455,44.93158391125696,68.78854601366154,-96036.63423932952,-0.0886831949567415,-0.0426191038391574
2025-11-12,3416.54,3587.94,3371.59,3414.06,130120.8908459,0.3193352112676056,163837446.0,15537.0,9.483180053966415e-05,3476.094,3562.04,3465.6966666666667,3476.094,3444.0619999999994,3443.8189926575105,3459.387519331025,3513.7308300704453,39.00829382470956,0.616219688686347,-167.2918194128165,-156.27860789532014,-0.005722673143626,-0.1122604198357164,-19.65000000000009,-491.9099999999999,-444.3499999999999,40.148042131627776,40.82217713540339,38.79977212407654,108.28985853819869,280.2416623502669,215.07857142857145,237.24071428571432,3444.0619999999994,3649.5275602868833,3238.596439713116,-1562538.52722528,3620.71953328256,3433.565040132312,3496.866101743296,45.02917309601536,52.09679731100555,-175071.46791651816,-0.1145008867525533,-0.1039566410237854
2025-11-13,3414.06,3564.4,3150.0,3229.65,207375.27877133,0.3193352112676056,163940141.0,15489.0,9.447960643147184e-05,3441.932,3521.013571428571,3353.4166666666665,3441.932,3406.739,3336.734496328755,3382.8083462206832,3462.079770057637,34.49213324146879,0.3264569427977836,-177.65768037423004,-160.55442239110212,-0.0502314392758627,-0.1659306433618445,-170.80999999999997,-373.23,-706.4499999999998,20.27278003482299,32.39129909699354,-3.964258089518111,111.73357522348904,292.64965291687474,243.9457142857144,247.3192857142857,3406.739,3618.73855329199,3194.7394467080103,-1769913.80599661,3581.242566977967,3392.4693719513843,3450.704626706491,44.01122697977684,51.1263279343237,-302729.36756556795,-0.1602785804426604,-0.1058095455234286
